,Date,Close
0,2021-07-08,951.75
1,2021-07-09,948.7
2,2021-07-12,940.7
3,2021-07-13,956.95
4,2021-07-14,962.95
5,2021-07-15,955.9
6,2021-07-16,975.55
7,2021-07-19,965.1
8,2021-07-20,965.5
9,2021-07-22,972.1
10,2021-07-23,963.7
11,2021-07-26,952.8
12,2021-07-27,905.4
13,2021-07-28,915.1
14,2021-07-29,908.25
15,2021-07-30,916.6
16,2021-08-02,918.3
17,2021-08-03,916.9
18,2021-08-04,906.55
19,2021-08-05,908.1
20,2021-08-06,901.3
21,2021-08-09,887.7
22,2021-08-10,879.5
23,2021-08-11,856.5
24,2021-08-12,826.2
25,2021-08-13,761.3
26,2021-08-16,738.05
27,2021-08-17,731.45
28,2021-08-18,721.65
29,2021-08-20,681.1
30,2021-08-23,682.95
31,2021-08-24,688.2
32,2021-08-25,696.7
33,2021-08-26,699.1
34,2021-08-27,710.0
35,2021-08-30,716.05
36,2021-08-31,727.3
37,2021-09-01,729.9
38,2021-09-02,746.85
39,2021-09-03,757.9
40,2021-09-06,754.75
41,2021-09-07,746.3
42,2021-09-08,743.25
43,2021-09-09,741.75
44,2021-09-13,736.15
45,2021-09-14,748.05
46,2021-09-15,759.0
47,2021-09-16,754.75
48,2021-09-17,746.2
49,2021-09-20,712.4
50,2021-09-21,726.4
51,2021-09-22,731.1
52,2021-09-23,733.45
53,2021-09-24,721.55
54,2021-09-27,722.0
55,2021-09-28,725.05
56,2021-09-29,727.95
57,2021-09-30,724.8
58,2021-10-01,717.3
59,2021-10-04,732.15
60,2021-10-05,724.0
61,2021-10-06,715.35
62,2021-10-07,719.6
