,Date,Close
0,2021-07-08,867.45
1,2021-07-09,862.0
2,2021-07-12,856.75
3,2021-07-13,862.05
4,2021-07-14,859.9
5,2021-07-15,874.15
6,2021-07-16,857.5
7,2021-07-19,861.6
8,2021-07-20,853.85
9,2021-07-22,864.95
10,2021-07-23,858.3
11,2021-07-26,851.9
12,2021-07-27,845.65
13,2021-07-28,836.6
14,2021-07-29,842.05
15,2021-07-30,852.4
16,2021-08-02,860.45
17,2021-08-03,909.7
18,2021-08-04,894.65
19,2021-08-05,905.35
20,2021-08-06,900.9
21,2021-08-09,908.9
22,2021-08-10,945.05
23,2021-08-11,944.75
24,2021-08-12,948.9
25,2021-08-13,975.55
26,2021-08-16,984.0
27,2021-08-17,1019.7
28,2021-08-18,1030.0
29,2021-08-20,992.05
30,2021-08-23,975.5
31,2021-08-24,996.25
32,2021-08-25,989.7
33,2021-08-26,981.1
34,2021-08-27,980.0
35,2021-08-30,999.4
36,2021-08-31,999.15
37,2021-09-01,1005.95
38,2021-09-02,1040.3
39,2021-09-03,1025.95
40,2021-09-06,1047.3
41,2021-09-07,1039.45
42,2021-09-08,1041.55
43,2021-09-09,1044.0
44,2021-09-13,1044.15
45,2021-09-14,1038.65
46,2021-09-15,1041.3
47,2021-09-16,1032.05
48,2021-09-17,1007.7
49,2021-09-20,984.2
50,2021-09-21,990.65
51,2021-09-22,1022.2
52,2021-09-23,1027.8
53,2021-09-24,994.8
54,2021-09-27,998.4
55,2021-09-28,1001.5
56,2021-09-29,996.95
57,2021-09-30,991.95
58,2021-10-01,918.1
59,2021-10-04,893.3
60,2021-10-05,899.85
61,2021-10-06,882.6
62,2021-10-07,896.9
