,Date,Close
0,2021-07-08,711.7
1,2021-07-09,728.5
2,2021-07-12,718.05
3,2021-07-13,704.0
4,2021-07-14,697.25
5,2021-07-15,699.1
6,2021-07-16,687.6
7,2021-07-19,673.7
8,2021-07-20,672.6
9,2021-07-22,691.8
10,2021-07-23,680.05
11,2021-07-26,682.8
12,2021-07-27,663.2
13,2021-07-28,665.4
14,2021-07-29,659.65
15,2021-07-30,674.5
16,2021-08-02,692.0
17,2021-08-03,705.05
18,2021-08-04,694.7
19,2021-08-05,693.55
20,2021-08-06,710.7
21,2021-08-09,699.9
22,2021-08-10,693.0
23,2021-08-11,699.15
24,2021-08-12,704.05
25,2021-08-13,704.15
26,2021-08-16,706.9
27,2021-08-17,692.65
28,2021-08-18,705.4
29,2021-08-20,687.2
30,2021-08-23,668.3
31,2021-08-24,695.4
32,2021-08-25,720.75
33,2021-08-26,721.7
34,2021-08-27,727.0
35,2021-08-30,730.0
36,2021-08-31,748.3
37,2021-09-01,744.75
38,2021-09-02,753.85
39,2021-09-03,754.9
40,2021-09-06,751.2
41,2021-09-07,745.5
42,2021-09-08,746.85
43,2021-09-09,749.7
44,2021-09-13,745.1
45,2021-09-14,755.4
46,2021-09-15,765.95
47,2021-09-16,769.65
48,2021-09-17,767.1
49,2021-09-20,748.9
50,2021-09-21,749.6
51,2021-09-22,745.3
52,2021-09-23,754.5
53,2021-09-24,744.8
54,2021-09-27,750.25
55,2021-09-28,738.7
56,2021-09-29,742.0
57,2021-09-30,737.9
58,2021-10-01,734.95
59,2021-10-04,744.2
60,2021-10-05,743.95
61,2021-10-06,724.0
62,2021-10-07,736.15
