,Date,Close
0,2021-07-08,6117.8
1,2021-07-09,6136.15
2,2021-07-12,6149.55
3,2021-07-13,6154.3
4,2021-07-14,6133.9
5,2021-07-15,6129.7
6,2021-07-16,6125.45
7,2021-07-19,6015.4
8,2021-07-20,5941.85
9,2021-07-22,6195.55
10,2021-07-23,6180.9
11,2021-07-26,6162.45
12,2021-07-27,6231.45
13,2021-07-28,6262.0
14,2021-07-29,6400.1
15,2021-07-30,6228.1
16,2021-08-02,6200.5
17,2021-08-03,6331.9
18,2021-08-04,6359.15
19,2021-08-05,6248.25
20,2021-08-06,6224.3
21,2021-08-09,6193.15
22,2021-08-10,6170.1
23,2021-08-11,6167.8
24,2021-08-12,6199.5
25,2021-08-13,6156.55
26,2021-08-16,6377.15
27,2021-08-17,6410.1
28,2021-08-18,6544.1
29,2021-08-20,6661.1
30,2021-08-23,6752.2
31,2021-08-24,6980.1
32,2021-08-25,6944.95
33,2021-08-26,6931.95
34,2021-08-27,6966.6
35,2021-08-30,7165.5
36,2021-08-31,7524.5
37,2021-09-01,7519.6
38,2021-09-02,7498.45
39,2021-09-03,7523.4
40,2021-09-06,7506.35
41,2021-09-07,7457.3
42,2021-09-08,7463.2
43,2021-09-09,7430.65
44,2021-09-13,7445.55
45,2021-09-14,7417.55
46,2021-09-15,7414.15
47,2021-09-16,7411.5
48,2021-09-17,7428.8
49,2021-09-20,7442.45
50,2021-09-21,7813.85
51,2021-09-22,7793.65
52,2021-09-23,7899.05
53,2021-09-24,7793.4
54,2021-09-27,7795.45
55,2021-09-28,7543.3
56,2021-09-29,7515.4
57,2021-09-30,7668.1
58,2021-10-01,7522.75
59,2021-10-04,7695.05
60,2021-10-05,7724.2
61,2021-10-06,7735.15
62,2021-10-07,7747.9
