,Date,Close
0,2021-07-08,983.75
1,2021-07-09,996.4
2,2021-07-12,987.05
3,2021-07-13,990.7
4,2021-07-14,990.1
5,2021-07-15,997.45
6,2021-07-16,1003.55
7,2021-07-19,1001.1
8,2021-07-20,997.65
9,2021-07-22,976.75
10,2021-07-23,991.15
11,2021-07-26,1004.65
12,2021-07-27,993.95
13,2021-07-28,972.8
14,2021-07-29,972.2
15,2021-07-30,994.25
16,2021-08-02,1000.45
17,2021-08-03,1028.4
18,2021-08-04,1034.45
19,2021-08-05,1016.95
20,2021-08-06,1028.4
21,2021-08-09,1033.95
22,2021-08-10,1008.35
23,2021-08-11,1014.75
24,2021-08-12,1030.95
25,2021-08-13,1013.15
26,2021-08-16,1046.3
27,2021-08-17,1051.65
28,2021-08-18,1106.95
29,2021-08-20,1075.2
30,2021-08-23,1083.95
31,2021-08-24,1088.45
32,2021-08-25,1087.25
33,2021-08-26,1163.35
34,2021-08-27,1185.05
35,2021-08-30,1166.2
36,2021-08-31,1175.2
37,2021-09-01,1159.35
38,2021-09-02,1200.65
39,2021-09-03,1198.25
40,2021-09-06,1178.75
41,2021-09-07,1182.15
42,2021-09-08,1196.45
43,2021-09-09,1188.25
44,2021-09-13,1172.7
45,2021-09-14,1163.7
46,2021-09-15,1149.75
47,2021-09-16,1180.2
48,2021-09-17,1155.0
49,2021-09-20,1140.45
50,2021-09-21,1123.85
51,2021-09-22,1178.95
52,2021-09-23,1167.0
53,2021-09-24,1242.15
54,2021-09-27,1227.65
55,2021-09-28,1194.65
56,2021-09-29,1187.8
57,2021-09-30,1197.0
58,2021-10-01,1199.35
59,2021-10-04,1196.9
60,2021-10-05,1204.5
61,2021-10-06,1225.55
62,2021-10-07,1250.95
