,Date,Close
0,2021-07-08,306.35
1,2021-07-09,306.3
2,2021-07-12,307.45
3,2021-07-13,310.95
4,2021-07-14,309.55
5,2021-07-15,310.25
6,2021-07-16,311.25
7,2021-07-19,308.85
8,2021-07-20,302.15
9,2021-07-22,302.55
10,2021-07-23,295.55
11,2021-07-26,293.15
12,2021-07-27,291.4
13,2021-07-28,284.45
14,2021-07-29,292.9
15,2021-07-30,293.95
16,2021-08-02,296.85
17,2021-08-03,303.7
18,2021-08-04,298.15
19,2021-08-05,299.7
20,2021-08-06,300.05
21,2021-08-09,298.1
22,2021-08-10,294.2
23,2021-08-11,295.45
24,2021-08-12,306.0
25,2021-08-13,307.25
26,2021-08-16,303.7
27,2021-08-17,297.7
28,2021-08-18,293.35
29,2021-08-20,283.1
30,2021-08-23,276.95
31,2021-08-24,279.8
32,2021-08-25,284.4
33,2021-08-26,284.3
34,2021-08-27,285.75
35,2021-08-30,291.95
36,2021-08-31,287.3
37,2021-09-01,295.25
38,2021-09-02,293.15
39,2021-09-03,295.55
40,2021-09-06,297.45
41,2021-09-07,294.6
42,2021-09-08,295.25
43,2021-09-09,298.95
44,2021-09-13,301.2
45,2021-09-14,306.1
46,2021-09-15,311.95
47,2021-09-16,311.65
48,2021-09-17,308.6
49,2021-09-20,298.95
50,2021-09-21,301.95
51,2021-09-22,310.1
52,2021-09-23,321.5
53,2021-09-24,317.95
54,2021-09-27,331.65
55,2021-09-28,329.3
56,2021-09-29,330.25
57,2021-09-30,333.35
58,2021-10-01,333.3
59,2021-10-04,342.0
60,2021-10-05,344.95
61,2021-10-06,336.05
62,2021-10-07,376.5
