,Date,Close
0,2021-07-08,2900.4
1,2021-07-09,2896.8
2,2021-07-12,2898.2
3,2021-07-13,2904.1
4,2021-07-14,2900.7
5,2021-07-15,2884.65
6,2021-07-16,2904.7
7,2021-07-19,2887.1
8,2021-07-20,2839.0
9,2021-07-22,2838.25
10,2021-07-23,2835.0
11,2021-07-26,2810.25
12,2021-07-27,2793.85
13,2021-07-28,2777.7
14,2021-07-29,2745.7
15,2021-07-30,2763.3
16,2021-08-02,2782.2
17,2021-08-03,2819.1
18,2021-08-04,2805.5
19,2021-08-05,2818.8
20,2021-08-06,2833.8
21,2021-08-09,2836.3
22,2021-08-10,2797.05
23,2021-08-11,2781.6
24,2021-08-12,2782.95
25,2021-08-13,2772.2
26,2021-08-16,2747.35
27,2021-08-17,2782.6
28,2021-08-18,2763.6
29,2021-08-20,2697.5
30,2021-08-23,2680.6
31,2021-08-24,2675.85
32,2021-08-25,2673.95
33,2021-08-26,2647.55
34,2021-08-27,2674.05
35,2021-08-30,2726.25
36,2021-08-31,2741.85
37,2021-09-01,2740.85
38,2021-09-02,2730.35
39,2021-09-03,2799.45
40,2021-09-06,2817.2
41,2021-09-07,2797.75
42,2021-09-08,2798.35
43,2021-09-09,2796.7
44,2021-09-13,2789.8
45,2021-09-14,2851.7
46,2021-09-15,2874.95
47,2021-09-16,2920.4
48,2021-09-17,2932.1
49,2021-09-20,2889.5
50,2021-09-21,2850.45
51,2021-09-22,2847.2
52,2021-09-23,2853.05
53,2021-09-24,2833.45
54,2021-09-27,2912.95
55,2021-09-28,2920.55
56,2021-09-29,2886.15
57,2021-09-30,2832.5
58,2021-10-01,2847.95
59,2021-10-04,2855.55
60,2021-10-05,2844.55
61,2021-10-06,2798.15
62,2021-10-07,2841.65
