,Date,Close
0,2021-07-08,226.9
1,2021-07-09,228.2
2,2021-07-12,229.8
3,2021-07-13,235.75
4,2021-07-14,240.45
5,2021-07-15,231.15
6,2021-07-16,230.85
7,2021-07-19,225.35
8,2021-07-20,221.7
9,2021-07-22,226.45
10,2021-07-23,226.8
11,2021-07-26,222.25
12,2021-07-27,221.75
13,2021-07-28,220.9
14,2021-07-29,216.3
15,2021-07-30,223.45
16,2021-08-02,228.6
17,2021-08-03,229.55
18,2021-08-04,225.45
19,2021-08-05,222.4
20,2021-08-06,223.35
21,2021-08-09,222.95
22,2021-08-10,215.35
23,2021-08-11,213.5
24,2021-08-12,224.5
25,2021-08-13,225.1
26,2021-08-16,225.95
27,2021-08-17,222.15
28,2021-08-18,220.25
29,2021-08-20,211.55
30,2021-08-23,205.35
31,2021-08-24,209.0
32,2021-08-25,207.5
33,2021-08-26,208.85
34,2021-08-27,208.95
35,2021-08-30,212.45
36,2021-08-31,212.95
37,2021-09-01,218.7
38,2021-09-02,221.65
39,2021-09-03,223.05
40,2021-09-06,221.7
41,2021-09-07,218.25
42,2021-09-08,214.8
43,2021-09-09,214.95
44,2021-09-13,214.9
45,2021-09-14,221.05
46,2021-09-15,222.4
47,2021-09-16,221.95
48,2021-09-17,223.6
49,2021-09-20,218.0
50,2021-09-21,219.55
51,2021-09-22,232.55
52,2021-09-23,236.95
53,2021-09-24,228.8
54,2021-09-27,231.85
55,2021-09-28,226.4
56,2021-09-29,224.7
57,2021-09-30,225.7
58,2021-10-01,224.25
59,2021-10-04,228.1
60,2021-10-05,225.25
61,2021-10-06,222.3
62,2021-10-07,228.15
