,Date,Close
0,2021-07-08,621.1
1,2021-07-09,613.35
2,2021-07-12,625.5
3,2021-07-13,626.25
4,2021-07-14,632.05
5,2021-07-15,622.65
6,2021-07-16,627.05
7,2021-07-19,626.25
8,2021-07-20,604.8
9,2021-07-22,635.4
10,2021-07-23,645.05
11,2021-07-26,646.8
12,2021-07-27,653.8
13,2021-07-28,652.6
14,2021-07-29,636.35
15,2021-07-30,632.95
16,2021-08-02,633.85
17,2021-08-03,651.0
18,2021-08-04,669.75
19,2021-08-05,650.5
20,2021-08-06,650.95
21,2021-08-09,651.9
22,2021-08-10,658.7
23,2021-08-11,656.4
24,2021-08-12,669.6
25,2021-08-13,671.4
26,2021-08-16,671.8
27,2021-08-17,676.3
28,2021-08-18,680.7
29,2021-08-20,666.2
30,2021-08-23,681.45
31,2021-08-24,669.0
32,2021-08-25,655.4
33,2021-08-26,651.85
34,2021-08-27,656.15
35,2021-08-30,659.0
36,2021-08-31,659.1
37,2021-09-01,658.45
38,2021-09-02,676.1
39,2021-09-03,697.75
40,2021-09-06,693.95
41,2021-09-07,702.1
42,2021-09-08,717.15
43,2021-09-09,696.7
44,2021-09-13,693.4
45,2021-09-14,689.9
46,2021-09-15,695.5
47,2021-09-16,699.7
48,2021-09-17,703.55
49,2021-09-20,678.55
50,2021-09-21,692.3
51,2021-09-22,687.85
52,2021-09-23,685.75
53,2021-09-24,673.5
54,2021-09-27,663.65
55,2021-09-28,664.0
56,2021-09-29,673.0
57,2021-09-30,671.85
58,2021-10-01,667.8
59,2021-10-04,676.5
60,2021-10-05,678.9
61,2021-10-06,678.65
62,2021-10-07,681.65
