,Date,Close
0,2021-07-08,808.95
1,2021-07-09,808.0
2,2021-07-12,806.25
3,2021-07-13,820.25
4,2021-07-14,812.1
5,2021-07-15,810.15
6,2021-07-16,807.35
7,2021-07-19,812.05
8,2021-07-20,798.5
9,2021-07-22,801.2
10,2021-07-23,788.9
11,2021-07-26,783.7
12,2021-07-27,780.35
13,2021-07-28,778.0
14,2021-07-29,785.2
15,2021-07-30,771.65
16,2021-08-02,785.3
17,2021-08-03,812.2
18,2021-08-04,790.85
19,2021-08-05,781.2
20,2021-08-06,779.6
21,2021-08-09,775.1
22,2021-08-10,750.8
23,2021-08-11,782.7
24,2021-08-12,827.5
25,2021-08-13,819.7
26,2021-08-16,804.35
27,2021-08-17,810.8
28,2021-08-18,802.9
29,2021-08-20,752.85
30,2021-08-23,719.65
31,2021-08-24,741.0
32,2021-08-25,731.1
33,2021-08-26,727.1
34,2021-08-27,729.45
35,2021-08-30,759.8
36,2021-08-31,767.2
37,2021-09-01,781.05
38,2021-09-02,781.4
39,2021-09-03,791.3
40,2021-09-06,788.15
41,2021-09-07,777.2
42,2021-09-08,772.4
43,2021-09-09,773.85
44,2021-09-13,774.5
45,2021-09-14,780.05
46,2021-09-15,787.55
47,2021-09-16,778.45
48,2021-09-17,761.55
49,2021-09-20,740.1
50,2021-09-21,739.0
51,2021-09-22,740.85
52,2021-09-23,764.3
53,2021-09-24,749.8
54,2021-09-27,780.65
55,2021-09-28,755.9
56,2021-09-29,744.2
57,2021-09-30,737.45
58,2021-10-01,727.6
59,2021-10-04,741.95
60,2021-10-05,722.9
61,2021-10-06,721.65
62,2021-10-07,741.5
