,Date,Close
0,2021-07-08,3671.4
1,2021-07-09,3725.9
2,2021-07-12,3747.4
3,2021-07-13,3750.3
4,2021-07-14,3754.8
5,2021-07-15,3762.35
6,2021-07-16,3779.1
7,2021-07-19,3883.75
8,2021-07-20,3882.95
9,2021-07-22,3985.3
10,2021-07-23,3918.9
11,2021-07-26,4100.35
12,2021-07-27,4078.25
13,2021-07-28,4028.4
14,2021-07-29,4038.75
15,2021-07-30,4035.0
16,2021-08-02,4048.15
17,2021-08-03,4092.7
18,2021-08-04,4066.4
19,2021-08-05,4073.75
20,2021-08-06,4088.05
21,2021-08-09,4003.7
22,2021-08-10,4062.8
23,2021-08-11,4026.35
24,2021-08-12,4133.1
25,2021-08-13,4064.1
26,2021-08-16,4345.1
27,2021-08-17,4920.5
28,2021-08-18,4787.9
29,2021-08-20,4746.5
30,2021-08-23,4743.25
31,2021-08-24,4840.75
32,2021-08-25,4771.65
33,2021-08-26,4700.4
34,2021-08-27,4765.1
35,2021-08-30,4757.55
36,2021-08-31,4969.55
37,2021-09-01,5039.05
38,2021-09-02,5043.5
39,2021-09-03,5014.55
40,2021-09-06,4995.5
41,2021-09-07,4877.05
42,2021-09-08,4811.4
43,2021-09-09,4719.55
44,2021-09-13,4745.85
45,2021-09-14,4732.45
46,2021-09-15,4792.05
47,2021-09-16,4880.75
48,2021-09-17,4908.25
49,2021-09-20,4878.1
50,2021-09-21,4891.6
51,2021-09-22,4904.9
52,2021-09-23,5084.2
53,2021-09-24,4731.8
54,2021-09-27,4565.55
55,2021-09-28,4411.05
56,2021-09-29,4423.5
57,2021-09-30,4481.6
58,2021-10-01,4459.4
59,2021-10-04,4548.25
60,2021-10-05,4482.4
61,2021-10-06,4378.75
62,2021-10-07,4428.3
