,Date,Close
0,2021-07-08,1431.55
1,2021-07-09,1455.7
2,2021-07-12,1452.4
3,2021-07-13,1431.8
4,2021-07-14,1420.9
5,2021-07-15,1457.9
6,2021-07-16,1449.35
7,2021-07-19,1389.85
8,2021-07-20,1395.9
9,2021-07-22,1395.3
10,2021-07-23,1385.6
11,2021-07-26,1370.4
12,2021-07-27,1365.7
13,2021-07-28,1372.95
14,2021-07-29,1371.0
15,2021-07-30,1390.1
16,2021-08-02,1375.85
17,2021-08-03,1338.35
18,2021-08-04,1321.5
19,2021-08-05,1331.95
20,2021-08-06,1315.95
21,2021-08-09,1302.75
22,2021-08-10,1275.5
23,2021-08-11,1295.0
24,2021-08-12,1309.4
25,2021-08-13,1295.05
26,2021-08-16,1296.65
27,2021-08-17,1280.35
28,2021-08-18,1293.85
29,2021-08-20,1254.5
30,2021-08-23,1245.7
31,2021-08-24,1279.55
32,2021-08-25,1267.35
33,2021-08-26,1265.45
34,2021-08-27,1281.4
35,2021-08-30,1334.95
36,2021-08-31,1352.7
37,2021-09-01,1329.9
38,2021-09-02,1343.05
39,2021-09-03,1350.05
40,2021-09-06,1346.45
41,2021-09-07,1344.8
42,2021-09-08,1365.05
43,2021-09-09,1348.35
44,2021-09-13,1341.7
45,2021-09-14,1352.8
46,2021-09-15,1366.8
47,2021-09-16,1406.4
48,2021-09-17,1360.8
49,2021-09-20,1320.1
50,2021-09-21,1323.75
51,2021-09-22,1346.5
52,2021-09-23,1383.1
53,2021-09-24,1355.7
54,2021-09-27,1324.15
55,2021-09-28,1313.2
56,2021-09-29,1300.35
57,2021-09-30,1298.85
58,2021-10-01,1294.55
59,2021-10-04,1350.75
60,2021-10-05,1335.25
61,2021-10-06,1303.2
62,2021-10-07,1343.2
