,Date,Close
0,2021-07-08,656.9
1,2021-07-09,655.25
2,2021-07-12,660.25
3,2021-07-13,651.3
4,2021-07-14,647.5
5,2021-07-15,651.15
6,2021-07-16,667.4
7,2021-07-19,659.95
8,2021-07-20,653.65
9,2021-07-22,674.65
10,2021-07-23,683.45
11,2021-07-26,657.65
12,2021-07-27,644.5
13,2021-07-28,635.95
14,2021-07-29,638.0
15,2021-07-30,640.75
16,2021-08-02,651.25
17,2021-08-03,652.6
18,2021-08-04,643.05
19,2021-08-05,646.6
20,2021-08-06,647.85
21,2021-08-09,643.15
22,2021-08-10,637.3
23,2021-08-11,646.05
24,2021-08-12,655.95
25,2021-08-13,660.5
26,2021-08-16,656.65
27,2021-08-17,660.2
28,2021-08-18,724.45
29,2021-08-20,703.9
30,2021-08-23,701.85
31,2021-08-24,692.85
32,2021-08-25,683.65
33,2021-08-26,684.4
34,2021-08-27,700.45
35,2021-08-30,708.65
36,2021-08-31,715.15
37,2021-09-01,735.7
38,2021-09-02,748.05
39,2021-09-03,752.95
40,2021-09-06,749.3
41,2021-09-07,752.65
42,2021-09-08,748.1
43,2021-09-09,755.4
44,2021-09-13,754.6
45,2021-09-14,758.9
46,2021-09-15,752.55
47,2021-09-16,743.1
48,2021-09-17,741.75
49,2021-09-20,738.0
50,2021-09-21,746.85
51,2021-09-22,773.5
52,2021-09-23,829.15
53,2021-09-24,827.7
54,2021-09-27,821.65
55,2021-09-28,826.95
56,2021-09-29,827.15
57,2021-09-30,853.1
58,2021-10-01,865.15
59,2021-10-04,866.8
60,2021-10-05,882.35
61,2021-10-06,873.65
62,2021-10-07,902.7
