,Date,Close
0,2021-07-08,2292.6
1,2021-07-09,2280.2
2,2021-07-12,2308.9
3,2021-07-13,2306.25
4,2021-07-14,2296.6
5,2021-07-15,2311.95
6,2021-07-16,2385.25
7,2021-07-19,2344.7
8,2021-07-20,2318.95
9,2021-07-22,2331.45
10,2021-07-23,2333.05
11,2021-07-26,2335.7
12,2021-07-27,2315.85
13,2021-07-28,2359.9
14,2021-07-29,2307.5
15,2021-07-30,2373.85
16,2021-08-02,2499.4
17,2021-08-03,2519.7
18,2021-08-04,2496.45
19,2021-08-05,2497.25
20,2021-08-06,2449.2
21,2021-08-09,2343.85
22,2021-08-10,2319.0
23,2021-08-11,2289.75
24,2021-08-12,2299.85
25,2021-08-13,2292.1
26,2021-08-16,2284.35
27,2021-08-17,2301.9
28,2021-08-18,2276.7
29,2021-08-20,2236.2
30,2021-08-23,2279.85
31,2021-08-24,2287.45
32,2021-08-25,2275.0
33,2021-08-26,2272.3
34,2021-08-27,2290.85
35,2021-08-30,2272.65
36,2021-08-31,2294.9
37,2021-09-01,2329.7
38,2021-09-02,2389.05
39,2021-09-03,2411.15
40,2021-09-06,2454.15
41,2021-09-07,2474.35
42,2021-09-08,2476.7
43,2021-09-09,2456.2
44,2021-09-13,2448.6
45,2021-09-14,2472.5
46,2021-09-15,2500.75
47,2021-09-16,2510.65
48,2021-09-17,2490.1
49,2021-09-20,2480.1
50,2021-09-21,2535.4
51,2021-09-22,2692.2
52,2021-09-23,2648.55
53,2021-09-24,2656.2
54,2021-09-27,2628.8
55,2021-09-28,2545.95
56,2021-09-29,2504.95
57,2021-09-30,2533.65
58,2021-10-01,2541.4
59,2021-10-04,2520.8
60,2021-10-05,2537.2
61,2021-10-06,2508.25
62,2021-10-07,2551.65
