,Date,Close
0,2021-07-08,738.45
1,2021-07-09,739.7
2,2021-07-12,738.45
3,2021-07-13,737.95
4,2021-07-14,737.3
5,2021-07-15,733.05
6,2021-07-16,727.85
7,2021-07-19,722.3
8,2021-07-20,713.35
9,2021-07-22,721.8
10,2021-07-23,723.25
11,2021-07-26,724.2
12,2021-07-27,718.3
13,2021-07-28,713.4
14,2021-07-29,694.85
15,2021-07-30,719.85
16,2021-08-02,720.45
17,2021-08-03,724.45
18,2021-08-04,721.15
19,2021-08-05,717.8
20,2021-08-06,731.3
21,2021-08-09,728.6
22,2021-08-10,723.4
23,2021-08-11,719.3
24,2021-08-12,729.5
25,2021-08-13,729.25
26,2021-08-16,720.4
27,2021-08-17,711.2
28,2021-08-18,711.5
29,2021-08-20,697.25
30,2021-08-23,680.5
31,2021-08-24,685.95
32,2021-08-25,675.35
33,2021-08-26,666.3
34,2021-08-27,682.85
35,2021-08-30,694.0
36,2021-08-31,699.25
37,2021-09-01,712.1
38,2021-09-02,720.2
39,2021-09-03,721.65
40,2021-09-06,720.35
41,2021-09-07,719.7
42,2021-09-08,720.6
43,2021-09-09,721.35
44,2021-09-13,718.05
45,2021-09-14,736.7
46,2021-09-15,742.25
47,2021-09-16,737.35
48,2021-09-17,728.45
49,2021-09-20,729.2
50,2021-09-21,727.55
51,2021-09-22,735.75
52,2021-09-23,736.3
53,2021-09-24,735.8
54,2021-09-27,762.85
55,2021-09-28,753.35
56,2021-09-29,756.55
57,2021-09-30,749.8
58,2021-10-01,766.8
59,2021-10-04,766.05
60,2021-10-05,765.5
61,2021-10-06,749.7
62,2021-10-07,758.7
