,Date,Close
0,2021-07-08,3028.3
1,2021-07-09,3010.6
2,2021-07-12,2999.4
3,2021-07-13,2993.85
4,2021-07-14,3001.95
5,2021-07-15,2983.6
6,2021-07-16,2989.3
7,2021-07-19,2981.95
8,2021-07-20,3159.05
9,2021-07-22,3106.75
10,2021-07-23,3083.75
11,2021-07-26,3061.2
12,2021-07-27,3028.65
13,2021-07-28,3004.1
14,2021-07-29,2997.45
15,2021-07-30,2958.45
16,2021-08-02,2974.05
17,2021-08-03,3027.0
18,2021-08-04,3018.6
19,2021-08-05,2988.4
20,2021-08-06,2966.45
21,2021-08-09,2992.55
22,2021-08-10,2977.15
23,2021-08-11,2972.6
24,2021-08-12,2975.5
25,2021-08-13,2988.7
26,2021-08-16,2971.4
27,2021-08-17,3015.3
28,2021-08-18,3001.55
29,2021-08-20,3112.95
30,2021-08-23,3077.45
31,2021-08-24,3045.95
32,2021-08-25,3038.05
33,2021-08-26,3039.65
34,2021-08-27,3036.8
35,2021-08-30,3108.75
36,2021-08-31,3201.35
37,2021-09-01,3302.75
38,2021-09-02,3301.6
39,2021-09-03,3338.8
40,2021-09-06,3315.55
41,2021-09-07,3336.25
42,2021-09-08,3336.6
43,2021-09-09,3346.35
44,2021-09-13,3367.05
45,2021-09-14,3362.5
46,2021-09-15,3352.3
47,2021-09-16,3342.1
48,2021-09-17,3303.05
49,2021-09-20,3271.55
50,2021-09-21,3309.2
51,2021-09-22,3317.5
52,2021-09-23,3320.65
53,2021-09-24,3448.6
54,2021-09-27,3430.65
55,2021-09-28,3379.7
56,2021-09-29,3323.05
57,2021-09-30,3244.65
58,2021-10-01,3177.85
59,2021-10-04,3201.6
60,2021-10-05,3254.75
61,2021-10-06,3212.25
62,2021-10-07,3290.85
